;Kundennummer;Kundenname;Stadt;Kundengruppe;Kündigung;Anzahl_Mieteinheiten;Kundentyp;Konkurrenz
5651;99036;Univ.Prof. Salvatore Trub;Beeskow;Kleinkunde;0;11;Bestandskunden;mittlerer Konkurrenz
5652;66543;Ing. Achim Wulff;Ahaus;Kleinkunde;0;40;Neukunde;mittlerer Konkurrenz
5653;39084;Wolf-Rüdiger Schmidtke;Brandenburg;mittlerer Kunde;0;87;Bestandskunden;mittlerer Konkurrenz
5654;18548;Juliane Heintze;Nürtingen;Großkunde;0;500;Bestandskunden;Keine Konkurrenz
5655;58166;Univ.Prof. Emanuel Wähner;Oberviechtach;mittlerer Kunde;0;176;Altkunden;Keine Konkurrenz
5656;12155;Dana Bauer-Schomber;Rastatt;Kleinkunde;0;40;Bestandskunden;mittlerer Konkurrenz
5657;42311;Uschi Seifert-Gumprich;Peine;Großkunde;0;964;Bestandskunden;Keine Konkurrenz
5658;67793;Prof. Valeri Boucsein B.Sc.;Tecklenburg;mittlerer Kunde;0;64;Bestandskunden;Hohe Konkurrenz
5659;32236;Sepp Barkholz;Kusel;Großkunde;0;447;Bestandskunden;mittlerer Konkurrenz
5660;74214;Dr. Maria-Theresia Girschner;Lübben;Großkunde;0;837;Neukunde;Keine Konkurrenz
5661;36093;Dipl.-Ing. Dragan Klemm B.Eng.;Wittstock;mittlerer Kunde;0;190;Bestandskunden;Keine Konkurrenz
5662;72570;Käte Wagner-Schuster;Oranienburg;Großkunde;1;537;Altkunden;Hohe Konkurrenz
5663;25838;Britta Hörle B.A.;Augsburg;mittlerer Kunde;0;187;Bestandskunden;Keine Konkurrenz
5664;55061;Ing. Waldemar Säuberlich;Einbeck;Kleinkunde;1;19;Neukunde;mittlerer Konkurrenz
5665;15435;Andrey Neureuther;Moers;Großkunde;0;500;Bestandskunden;Keine Konkurrenz
5666;76348;Susi Hänel-Mende;Mettmann;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
5667;35445;Marit Eberhardt-Scheel;Suhl;Kleinkunde;0;44;Altkunden;mittlerer Konkurrenz
5668;77908;Desiree Preiß-Carsten;Garmisch-Partenkirchen;Kleinkunde;0;45;Bestandskunden;Keine Konkurrenz
5669;78374;Dipl.-Ing. Friedo Wulff B.Sc.;Görlitz;Kleinkunde;1;18;Neukunde;Keine Konkurrenz
5670;70488;Dipl.-Ing. Heiner Gnatz;Wurzen;Kleinkunde;0;35;Bestandskunden;mittlerer Konkurrenz
5671;7064;Dipl.-Ing. Volkmar Zänker B.Sc.;Duderstadt;mittlerer Kunde;0;87;Bestandskunden;Keine Konkurrenz
5672;12227;Silja Becker;Bad Langensalza;mittlerer Kunde;0;155;Bestandskunden;Keine Konkurrenz
5673;9430;Jerzy Zänker;Havelberg;Großkunde;0;237;Altkunden;Keine Konkurrenz
5674;49748;Salvatore Schüler-Plath;Wetzlar;Großkunde;0;331;Altkunden;Keine Konkurrenz
5675;15197;Ingetraut Johann;Gransee;mittlerer Kunde;0;78;Neukunde;mittlerer Konkurrenz
5676;70489;Petros Radisch;Koblenz;Großkunde;0;704;Altkunden;Keine Konkurrenz
5677;72565;Rosa Etzold;Dinkelsbühl;mittlerer Kunde;1;196;Bestandskunden;Hohe Konkurrenz
5678;63954;Siegfried Rosemann;Monschau;Großkunde;0;847;Neukunde;Hohe Konkurrenz
5679;18752;Brit Thies B.Sc.;Oschatz;Großkunde;0;866;Bestandskunden;mittlerer Konkurrenz
5680;33411;Irmtrud Jähn;Neustadtner Waldnaab;Kleinkunde;0;7;Neukunde;Keine Konkurrenz
5681;68830;Guenter Bonbach;Altentreptow;Kleinkunde;0;16;Altkunden;Keine Konkurrenz
5682;92111;Doris Zorbach;Saulgau;Kleinkunde;1;39;Neukunde;Hohe Konkurrenz
5683;8410;Prof. Sibel Paffrath;Schongau;Großkunde;0;300;Neukunde;Keine Konkurrenz
5684;55892;Herr Abdullah Fritsch;Diepholz;mittlerer Kunde;0;175;Bestandskunden;Keine Konkurrenz
5685;78309;Prof. Rochus Riehl MBA.;Stade;Kleinkunde;0;26;Altkunden;Hohe Konkurrenz
5686;21331;Dr. Nora Lindner;Chemnitz;mittlerer Kunde;0;151;Bestandskunden;mittlerer Konkurrenz
5687;3116;Dr. Constanze Schenk;Eilenburg;Großkunde;0;881;Bestandskunden;Keine Konkurrenz
5688;90965;Alla Salz B.Sc.;Bersenbrück;Großkunde;0;325;Neukunde;Keine Konkurrenz
5689;29294;Herr Justus Vogt B.Eng.;Grafenau;Kleinkunde;1;40;Neukunde;Hohe Konkurrenz
5690;54968;Heinz-Otto Binner;Emmendingen;Großkunde;0;755;Neukunde;mittlerer Konkurrenz
5691;21802;Tilman Geisler;Büsingenm Hochrhein;mittlerer Kunde;0;159;Neukunde;mittlerer Konkurrenz
5692;75250;Rudolf Rörricht;Sömmerda;Großkunde;0;887;Bestandskunden;mittlerer Konkurrenz
5693;41353;Heiko Margraf;Neu-Ulm;Kleinkunde;0;12;Altkunden;Hohe Konkurrenz
5694;26732;Ing. Anneli Geisler;Hohenstein-Ernstthal;mittlerer Kunde;1;66;Bestandskunden;mittlerer Konkurrenz
5695;37794;Pavel Paffrath;Siegen;Kleinkunde;0;3;Bestandskunden;Keine Konkurrenz
5696;27200;Cilly Schmiedt-Vogt;Ebermannstadt;Großkunde;0;256;Bestandskunden;Keine Konkurrenz
5697;35391;Maren Söding;Hannoversch Münden;mittlerer Kunde;0;158;Bestandskunden;Hohe Konkurrenz
5698;62146;Randolf Schleich;Eberswalde;Großkunde;0;216;Bestandskunden;Keine Konkurrenz
5699;97995;Univ.Prof. Florentine Heintze;Dinslaken;mittlerer Kunde;0;84;Neukunde;Keine Konkurrenz
5700;7690;Svetlana Huhn;Mittweida;Großkunde;0;976;Altkunden;Keine Konkurrenz
5701;22636;Fredo Tintzmann;Emmendingen;Großkunde;0;654;Bestandskunden;mittlerer Konkurrenz
5702;21772;Wencke Kabus;Schwandorf;Kleinkunde;0;2;Bestandskunden;Hohe Konkurrenz
5703;42235;Leif Bolander;Neustrelitz;mittlerer Kunde;1;111;Altkunden;Hohe Konkurrenz
5704;39288;Carin Pruschke MBA.;Schwäbisch Hall;Großkunde;0;513;Bestandskunden;Hohe Konkurrenz
5705;29396;Hedi Franke MBA.;Euskirchen;Großkunde;0;257;Bestandskunden;Keine Konkurrenz
5706;34597;Leopold Baum-Lindau;Beeskow;Großkunde;0;962;Neukunde;mittlerer Konkurrenz
5707;15097;Ina Tröst;Oberviechtach;Großkunde;1;744;Bestandskunden;Keine Konkurrenz
5708;34081;Prof. Justus Holzapfel;Kusel;Kleinkunde;0;6;Altkunden;mittlerer Konkurrenz
5709;43626;Nelli Thanel;Starnberg;mittlerer Kunde;0;63;Bestandskunden;mittlerer Konkurrenz
5710;12862;Karl-Friedrich Tintzmann;Göppingen;Großkunde;1;644;Neukunde;Hohe Konkurrenz
5711;9548;Burkhard Putz;Leipziger Land;mittlerer Kunde;1;197;Neukunde;Keine Konkurrenz
5712;66165;Ines Löchel;Halberstadt;mittlerer Kunde;0;119;Neukunde;mittlerer Konkurrenz
5713;77864;Fred Rosenow-Heydrich;Kemnath;mittlerer Kunde;0;183;Neukunde;Keine Konkurrenz
5714;42050;Ing. Priska Plath B.Eng.;Grevesmühlen;mittlerer Kunde;1;145;Neukunde;mittlerer Konkurrenz
5715;54986;Saskia Gröttner;Zschopau;mittlerer Kunde;0;167;Bestandskunden;Hohe Konkurrenz
5716;87080;Alena Gotthard-Beer;Eckernförde;Großkunde;1;669;Altkunden;Hohe Konkurrenz
5717;17291;Prof. Meike Hänel;Dessau;Kleinkunde;0;27;Neukunde;Keine Konkurrenz
5718;57050;Samira Misicher;Badalzungen;Kleinkunde;0;30;Neukunde;mittlerer Konkurrenz
5719;76604;Uta Hahn B.A.;Wittmund;Kleinkunde;0;21;Altkunden;Keine Konkurrenz
5720;53493;Kreszentia Meyer B.Eng.;Ahaus;mittlerer Kunde;0;70;Neukunde;mittlerer Konkurrenz
5721;55378;Alla Lachmann-Trommler;Leipziger Land;mittlerer Kunde;0;92;Bestandskunden;Keine Konkurrenz
5722;9020;Prof. Bruni Täsche B.A.;Schmölln;Kleinkunde;1;39;Bestandskunden;Keine Konkurrenz
5723;59814;Ing. Charles Beckmann MBA.;Quedlinburg;Großkunde;0;701;Bestandskunden;Hohe Konkurrenz
5724;65874;Herr Lutz Junitz;Grimma;Kleinkunde;0;22;Bestandskunden;Keine Konkurrenz
5725;22785;Gina Franke;Rosenheim;Großkunde;0;831;Bestandskunden;Keine Konkurrenz
5726;90478;Univ.Prof. Madeleine Weinhold MBA.;Backnang;Großkunde;1;558;Altkunden;Hohe Konkurrenz
5727;17361;Dr. Vassilios Kitzmann;Luckenwalde;mittlerer Kunde;0;191;Bestandskunden;Hohe Konkurrenz
5728;1795;Agnes Söding;Quedlinburg;mittlerer Kunde;0;112;Bestandskunden;Hohe Konkurrenz
5729;74269;Benita Steinberg;Oberviechtach;Großkunde;0;565;Bestandskunden;Keine Konkurrenz
5730;32552;Edgar Kensy-Austermühle;Suhl;Kleinkunde;0;7;Neukunde;mittlerer Konkurrenz
5731;20652;Inka Roht;Wernigerode;Großkunde;0;598;Bestandskunden;mittlerer Konkurrenz
5732;22729;Friedbert Albers B.Eng.;Altötting;Kleinkunde;0;38;Bestandskunden;mittlerer Konkurrenz
5733;99645;Otmar Schomber B.A.;Wiedenbrück;Großkunde;0;438;Neukunde;mittlerer Konkurrenz
5734;47042;Ingeburg Grein Groth MBA.;Freital;Kleinkunde;0;32;Altkunden;Hohe Konkurrenz
5735;63641;Friedemann Benthin;Säckingen;Kleinkunde;0;17;Neukunde;mittlerer Konkurrenz
5736;59244;Maya Stiebitz;Vohenstrauß;Kleinkunde;0;4;Bestandskunden;Keine Konkurrenz
5737;12815;Josip Röhricht;Bautzen;Großkunde;0;799;Bestandskunden;Keine Konkurrenz
5738;79000;Julie Ebert;Karlsruhe;Großkunde;1;962;Bestandskunden;Hohe Konkurrenz
5739;21168;Dipl.-Ing. Vesna Ladeck;Lübz;Kleinkunde;1;15;Neukunde;Hohe Konkurrenz
5740;39314;Sabrina Salz;Coburg;Großkunde;0;207;Altkunden;Keine Konkurrenz
5741;28251;Jaroslaw Barkholz;Regensburg;Kleinkunde;0;12;Bestandskunden;Keine Konkurrenz
5742;40700;Inka Kuhl;Borna;Kleinkunde;1;42;Bestandskunden;Hohe Konkurrenz
5743;7430;Erkan Döhn;Strausberg;Kleinkunde;1;3;Bestandskunden;mittlerer Konkurrenz
5744;99791;Ottokar Hendriks;Pasewalk;Großkunde;0;267;Altkunden;mittlerer Konkurrenz
5745;84517;Wigbert Junck;Lübz;mittlerer Kunde;1;56;Neukunde;Hohe Konkurrenz
5746;55503;Frau Gertraud Bolander MBA.;Passau;mittlerer Kunde;1;122;Bestandskunden;Hohe Konkurrenz
5747;76765;Carmelo Rose;Osterodem Harz;Großkunde;0;682;Bestandskunden;Hohe Konkurrenz
5748;65012;Hanna Söding;Nürtingen;Kleinkunde;0;49;Bestandskunden;Keine Konkurrenz
5749;27455;Univ.Prof. Tassilo Lachmann B.Eng.;Sonneberg;Großkunde;1;598;Bestandskunden;Hohe Konkurrenz
5750;88136;Anastasia Binner;Sebnitz;Großkunde;0;497;Neukunde;Keine Konkurrenz
5751;13399;Univ.Prof. Elias Wilms;Seelow;mittlerer Kunde;0;117;Bestandskunden;Keine Konkurrenz
5752;91070;Univ.Prof. Eva-Maria Trüb;Sankt Goar;Großkunde;0;860;Bestandskunden;mittlerer Konkurrenz
5753;35431;Jadwiga Bohlander B.A.;Senftenberg;mittlerer Kunde;0;108;Bestandskunden;Keine Konkurrenz
5754;7067;Prof. Heribert Zimmer;Weißwasser;Großkunde;0;299;Altkunden;mittlerer Konkurrenz
5755;12346;Edeltraud Binner;Eisenberg;Großkunde;0;446;Neukunde;Keine Konkurrenz
5756;78365;Olena Dörschner-Wesack;Lörrach;mittlerer Kunde;0;157;Bestandskunden;Hohe Konkurrenz
5757;31199;Herr Rochus Gude;Luckau;Kleinkunde;0;24;Bestandskunden;mittlerer Konkurrenz
5758;89273;Renate Pechel-Kambs;Bergzabern;Kleinkunde;0;32;Neukunde;mittlerer Konkurrenz
5759;78960;Ing. Steffen Atzler;Aschaffenburg;Kleinkunde;0;39;Altkunden;Keine Konkurrenz
5760;15055;Edeltraud Schäfer;Warendorf;mittlerer Kunde;0;186;Bestandskunden;mittlerer Konkurrenz
5761;71717;Ilija Scheuermann-Barkholz;Ochsenfurt;Großkunde;0;245;Neukunde;Hohe Konkurrenz
5762;55733;Filippo Naser;Grevenbroich;Großkunde;0;301;Bestandskunden;Hohe Konkurrenz
5763;21389;Hans-Christian Rohleder;Badibling;Kleinkunde;0;6;Bestandskunden;Hohe Konkurrenz
5764;64929;Walentina Buchholz;Erkelenz;mittlerer Kunde;0;164;Bestandskunden;mittlerer Konkurrenz
5765;29516;Selma Heinz;Weißwasser;Kleinkunde;0;45;Neukunde;mittlerer Konkurrenz
5766;59117;Sandor Dowerg;Schleiz;mittlerer Kunde;0;135;Bestandskunden;mittlerer Konkurrenz
5767;60116;Ing. André Rose MBA.;Mallersdorf;Großkunde;1;210;Bestandskunden;Hohe Konkurrenz
5768;97973;Dorothea Buchholz;Gunzenhausen;mittlerer Kunde;0;125;Altkunden;Hohe Konkurrenz
5769;13443;Rebekka Holsten;Badibling;mittlerer Kunde;0;113;Bestandskunden;Hohe Konkurrenz
5770;55871;Gaetano Tschentscher;Teterow;Kleinkunde;0;40;Bestandskunden;Keine Konkurrenz
5771;17415;Arnfried Benthin;Jena;Großkunde;1;946;Bestandskunden;Hohe Konkurrenz
5772;44097;Dipl.-Ing. Melissa Koch II B.Eng.;Eisleben;Kleinkunde;1;19;Bestandskunden;Keine Konkurrenz
5773;44803;Univ.Prof. Fred Krause;Feuchtwangen;Kleinkunde;0;41;Bestandskunden;Keine Konkurrenz
5774;32210;Mathilde Bolnbach-Wirth;Wiedenbrück;Kleinkunde;0;38;Neukunde;mittlerer Konkurrenz
5775;73408;Herr Hans-Michael Eigenwillig B.Eng.;Rudolstadt;mittlerer Kunde;1;169;Bestandskunden;mittlerer Konkurrenz
5776;87595;Salih Meister;Hoyerswerda;Großkunde;0;648;Bestandskunden;Keine Konkurrenz
5777;40102;Guntram Karz;Waldmünchen;mittlerer Kunde;0;190;Altkunden;mittlerer Konkurrenz
5778;61848;Frida Kranz;Stade;Kleinkunde;1;6;Bestandskunden;Hohe Konkurrenz
5779;61027;Ralph Drubin B.A.;Berlin;mittlerer Kunde;0;63;Bestandskunden;mittlerer Konkurrenz
5780;48414;Gülay Rädel;Auerbach;Kleinkunde;0;30;Neukunde;Keine Konkurrenz
5781;90057;Lotte Rörricht;Marienberg;Großkunde;0;596;Neukunde;mittlerer Konkurrenz
5782;3096;Wendelin Trub;Schmölln;Kleinkunde;0;35;Bestandskunden;Keine Konkurrenz
5783;25982;Bodo Anders;Apolda;Großkunde;0;372;Bestandskunden;mittlerer Konkurrenz
5784;5882;Arnulf Dowerg;Saarbrücken;mittlerer Kunde;0;74;Bestandskunden;mittlerer Konkurrenz
5785;49537;Prof. Hans-Otto Schleich MBA.;Hohenstein-Ernstthal;Kleinkunde;1;49;Neukunde;mittlerer Konkurrenz
5786;10798;Torben Bohlander;Niesky;Kleinkunde;0;10;Neukunde;Keine Konkurrenz
5787;30333;Univ.Prof. Rocco Junken MBA.;Kassel;mittlerer Kunde;1;142;Bestandskunden;Hohe Konkurrenz
5788;31181;Gregor Fröhlich;Husum;Großkunde;0;981;Bestandskunden;Keine Konkurrenz
5789;37582;Dipl.-Ing. Ricarda Römer B.Sc.;Sondershausen;Kleinkunde;1;49;Altkunden;Hohe Konkurrenz
5790;99021;Ing. Wilfriede Wulf;Bützow;Großkunde;0;760;Bestandskunden;mittlerer Konkurrenz
5791;46779;Caroline Schmidt;Uffenheim;Kleinkunde;1;5;Neukunde;Hohe Konkurrenz
5792;44852;Dr. Gülten Döring B.A.;Hainichen;Großkunde;0;463;Altkunden;Keine Konkurrenz
5793;98190;Cindy Mangold;Aachen;Kleinkunde;0;2;Bestandskunden;mittlerer Konkurrenz
5794;28044;Abdul Mies B.A.;Erfurt;Kleinkunde;0;25;Bestandskunden;Hohe Konkurrenz
5795;80097;Sergio Hecker MBA.;Weißwasser;Kleinkunde;0;24;Bestandskunden;mittlerer Konkurrenz
5796;34439;Irina Hermighausen;Saarlouis;Kleinkunde;0;3;Altkunden;Keine Konkurrenz
5797;32431;Ursula Bloch;Biedenkopf;mittlerer Kunde;0;108;Bestandskunden;Keine Konkurrenz
5798;52576;Prof. Philip Löwer B.Eng.;Ochsenfurt;Kleinkunde;0;35;Bestandskunden;Hohe Konkurrenz
5799;90720;Ing. Günther Oestrovsky B.A.;Artern;Kleinkunde;0;18;Neukunde;Keine Konkurrenz
5800;78420;Andrei Naser;Eisleben;Großkunde;0;258;Bestandskunden;Keine Konkurrenz
5801;82104;Robin Pohl;Ochsenfurt;Kleinkunde;1;27;Bestandskunden;Hohe Konkurrenz
5802;4031;Irmtrud Ring;Roding;mittlerer Kunde;0;77;Bestandskunden;Keine Konkurrenz
5803;2274;Hansjürgen Reising;Schleiz;Kleinkunde;0;45;Altkunden;mittlerer Konkurrenz
5804;18191;Utz Caspar;Dinslaken;Kleinkunde;0;13;Neukunde;Keine Konkurrenz
5805;7522;Anto Kambs B.Sc.;Wittmund;Großkunde;0;274;Bestandskunden;Keine Konkurrenz
5806;40548;Willibert van der Dussen;Meißen;Kleinkunde;0;25;Altkunden;Keine Konkurrenz
5807;44393;Hans Peter Weimer;Görlitz;Großkunde;0;946;Neukunde;Keine Konkurrenz
5808;28314;Marvin Kensy-Kitzmann;Marienberg;Großkunde;0;376;Neukunde;mittlerer Konkurrenz
5809;88851;Karl-Josef Putz;Schongau;Kleinkunde;0;7;Bestandskunden;Keine Konkurrenz
5810;3584;Theodora Eberth;Greiz;Großkunde;0;660;Bestandskunden;mittlerer Konkurrenz
5811;90242;Slawomir Jäntsch MBA.;Calau;Großkunde;0;722;Neukunde;mittlerer Konkurrenz
5812;94767;Roberto Schlosser B.Sc.;Plauen;Kleinkunde;1;34;Neukunde;Hohe Konkurrenz
5813;18311;Maike Junck;Ueckermünde;Großkunde;0;631;Bestandskunden;Keine Konkurrenz
5814;37189;Gabriela Wulf;Hildesheim;Kleinkunde;0;44;Altkunden;Keine Konkurrenz
5815;72580;Rocco Austermühle-Jähn;Pfaffenhofenner Ilm;Kleinkunde;1;42;Bestandskunden;Hohe Konkurrenz
5816;83430;Klaus-Werner Fiebig;Jena;mittlerer Kunde;0;115;Bestandskunden;Hohe Konkurrenz
5817;1103;Ing. Dietlind Röhricht MBA.;Oberviechtach;mittlerer Kunde;0;63;Bestandskunden;Keine Konkurrenz
5818;94717;Traute Scheuermann MBA.;Luckenwalde;Kleinkunde;0;30;Altkunden;Hohe Konkurrenz
5819;36166;Hermann-Josef Roskoth-Döhn;Flöha;Kleinkunde;0;23;Neukunde;Keine Konkurrenz
5820;31832;Darko Köhler;Altötting;Großkunde;0;304;Neukunde;mittlerer Konkurrenz
5821;5188;Benita Rosemann B.A.;Burg;Großkunde;1;794;Bestandskunden;Hohe Konkurrenz
5822;39090;Dirk Hoffmann;Bad Langensalza;Großkunde;0;626;Bestandskunden;Keine Konkurrenz
5823;24680;Marie-Luise Mitschke;Eichstätt;Großkunde;0;281;Bestandskunden;mittlerer Konkurrenz
5824;21727;Dr. Valentina Langern B.Sc.;Klötze;Großkunde;0;832;Bestandskunden;Keine Konkurrenz
5825;93929;Marko Löwer;Neuruppin;Großkunde;1;299;Bestandskunden;Keine Konkurrenz
5826;51414;Philip Henschel;Waldmünchen;Kleinkunde;1;34;Bestandskunden;mittlerer Konkurrenz
5827;10201;Dino Hendriks;Moers;Großkunde;0;229;Bestandskunden;Keine Konkurrenz
5828;3943;Jeannette Gude-Zirme;Oranienburg;mittlerer Kunde;0;169;Bestandskunden;Hohe Konkurrenz
5829;56527;Denise Hornig;Staßfurt;Großkunde;0;972;Bestandskunden;Keine Konkurrenz
5830;70399;Siegfried auch Schlauchin MBA.;Altentreptow;mittlerer Kunde;0;139;Neukunde;Keine Konkurrenz
5831;81086;Dipl.-Ing. Bela Dörr B.Eng.;Teterow;Großkunde;0;796;Bestandskunden;Keine Konkurrenz
5832;26424;Hartmuth Conradi;Königs Wusterhausen;Kleinkunde;0;13;Bestandskunden;Keine Konkurrenz
5833;33255;Nelli Eimer;Suhl;Großkunde;0;852;Altkunden;mittlerer Konkurrenz
5834;52096;Irmtraut Roht B.Eng.;Melsungen;Großkunde;1;903;Bestandskunden;Hohe Konkurrenz
5835;39796;Herr Francisco Pruschke B.Sc.;Suhl;Kleinkunde;0;35;Altkunden;mittlerer Konkurrenz
5836;3307;Wenke Ebert B.Sc.;Neunburg vorm Wald;Kleinkunde;0;4;Neukunde;Keine Konkurrenz
5837;49125;Frau Caroline Berger;Klötze;mittlerer Kunde;0;71;Neukunde;Keine Konkurrenz
5838;30021;Dipl.-Ing. Jann Roht;Koblenz;mittlerer Kunde;0;132;Altkunden;Keine Konkurrenz
5839;7683;Dipl.-Ing. Juri Siering MBA.;Bayreuth;Kleinkunde;1;13;Altkunden;Hohe Konkurrenz
5840;44741;Horst-Günter Putz B.Eng.;Gransee;Kleinkunde;0;21;Bestandskunden;mittlerer Konkurrenz
5841;61671;Mahmut Werner B.A.;Herford;Großkunde;0;833;Bestandskunden;mittlerer Konkurrenz
5842;89335;Dr. Wiltrud Vollbrecht;Freudenstadt;Kleinkunde;1;18;Bestandskunden;Keine Konkurrenz
5843;74846;Harm Wesack;Uelzen;mittlerer Kunde;0;177;Neukunde;Hohe Konkurrenz
5844;97837;Margaretha Johann-Huhn;Lüdenscheid;mittlerer Kunde;1;113;Bestandskunden;Hohe Konkurrenz
5845;18390;Albina Schmidt;Bad Kissingen;Kleinkunde;0;18;Bestandskunden;Hohe Konkurrenz
5846;55240;Traudl Mentzel;Hannoversch Münden;Großkunde;1;622;Neukunde;Hohe Konkurrenz
5847;47693;Dr. Karsten Gorlitz B.Sc.;Finsterwalde;Großkunde;0;672;Bestandskunden;mittlerer Konkurrenz
5848;38062;Maurice Mies;Stadtroda;mittlerer Kunde;0;101;Neukunde;mittlerer Konkurrenz
5849;36965;Jenny Röhrdanz MBA.;Husum;Kleinkunde;0;36;Bestandskunden;Keine Konkurrenz
5850;28982;Emine Bien;Königs Wusterhausen;mittlerer Kunde;0;175;Neukunde;Keine Konkurrenz
5851;5118;Dr. Alois Wieloch;Konstanz;mittlerer Kunde;0;112;Bestandskunden;Hohe Konkurrenz
5852;45676;Prof. Katy Gröttner;Neustadtner Waldnaab;mittlerer Kunde;0;153;Bestandskunden;Keine Konkurrenz
5853;86527;Christel Riehl;Wismar;mittlerer Kunde;1;64;Altkunden;Hohe Konkurrenz
5854;33750;Lissi Bolzmann-Stolze;Guben;Großkunde;0;534;Bestandskunden;Hohe Konkurrenz
5855;98987;Giesela Löffler;Groß-Gerau;mittlerer Kunde;1;190;Bestandskunden;Hohe Konkurrenz
5856;2311;Wolf-Dieter Junken;Mühlhausen;Großkunde;0;538;Bestandskunden;Keine Konkurrenz
5857;36469;Ing. Rosi Gutknecht B.A.;Zossen;mittlerer Kunde;0;53;Bestandskunden;mittlerer Konkurrenz
5858;15798;Marcella Seifert B.Eng.;Regen;mittlerer Kunde;0;159;Altkunden;mittlerer Konkurrenz
5859;2293;Ayten Reinhardt-Adolph;Heinsberg;Großkunde;0;614;Neukunde;Hohe Konkurrenz
5860;67178;Trude Bender-Kade;Döbeln;Kleinkunde;1;41;Neukunde;Hohe Konkurrenz
5861;11552;Ing. Romy Rudolph;Mayen;Kleinkunde;0;28;Altkunden;Hohe Konkurrenz
5862;42849;Andrew Lindau B.Eng.;Schwerin;Großkunde;0;249;Bestandskunden;Keine Konkurrenz
5863;38353;Jolanta Kraushaar;Osterodem Harz;mittlerer Kunde;1;162;Bestandskunden;Hohe Konkurrenz
5864;14708;Fredo Mitschke;Stuttgart;Kleinkunde;0;40;Bestandskunden;Keine Konkurrenz
5865;23627;Rudi Jessel;Northeim;Großkunde;0;904;Bestandskunden;mittlerer Konkurrenz
5866;48159;Dariusz Meister;Calau;Kleinkunde;0;36;Bestandskunden;mittlerer Konkurrenz
5867;80977;Ing. Hülya Roskoth B.Sc.;Gadebusch;Kleinkunde;0;47;Neukunde;Keine Konkurrenz
5868;98036;Adrian Scholz;Lübeck;Kleinkunde;0;22;Bestandskunden;mittlerer Konkurrenz
5869;7484;Olaf Textor;Osterodem Harz;Großkunde;0;505;Bestandskunden;Hohe Konkurrenz
5870;66580;Sieghard Döring;Schmölln;mittlerer Kunde;0;95;Bestandskunden;Keine Konkurrenz
5871;3831;Birgitta Rosemann-Jüttner;Magdeburg;mittlerer Kunde;0;198;Bestandskunden;Hohe Konkurrenz
5872;82406;Ortwin Gehringer;Gera;Kleinkunde;0;9;Bestandskunden;Keine Konkurrenz
5873;41809;Prof. Christof Bloch;Mittweida;Großkunde;0;500;Bestandskunden;Keine Konkurrenz
5874;79945;Dr. Klemens Wohlgemut;Eisenach;Großkunde;0;757;Neukunde;Keine Konkurrenz
5875;82720;Alf Seifert;Roding;Großkunde;0;303;Bestandskunden;Keine Konkurrenz
5876;40927;Ullrich Reinhardt;Hagenow;mittlerer Kunde;0;175;Bestandskunden;Keine Konkurrenz
5877;63138;Giesela Höfig;Fulda;mittlerer Kunde;1;103;Neukunde;Hohe Konkurrenz
5878;74482;Ing. Sarah Hein B.Sc.;Soltau;Großkunde;0;921;Bestandskunden;Hohe Konkurrenz
5879;40750;Ing. Etta Beier MBA.;Einbeck;mittlerer Kunde;0;68;Altkunden;mittlerer Konkurrenz
5880;30767;Antonie Otto B.Eng.;Osterodem Harz;Kleinkunde;1;5;Neukunde;Hohe Konkurrenz
5881;8453;Dipl.-Ing. Friedrich Geisel;Riesa;Kleinkunde;0;49;Bestandskunden;Hohe Konkurrenz
5882;87597;Maike Roskoth;Berchtesgaden;mittlerer Kunde;0;92;Altkunden;mittlerer Konkurrenz
5883;36137;Herr Uwe Weinhold B.Eng.;Regen;Kleinkunde;0;45;Altkunden;mittlerer Konkurrenz
5884;71064;Univ.Prof. Claus-Peter Huhn B.A.;Bad Kreuznach;mittlerer Kunde;1;84;Altkunden;Hohe Konkurrenz
5885;47884;Univ.Prof. Hartmuth Ehlert B.Eng.;Gießen;Großkunde;0;232;Bestandskunden;Keine Konkurrenz
5886;35327;Univ.Prof. Jörn Jockel B.A.;Sankt Goar;mittlerer Kunde;0;91;Neukunde;mittlerer Konkurrenz
5887;53382;Isa Killer-Eigenwillig;Görlitz;Großkunde;0;734;Bestandskunden;Keine Konkurrenz
5888;26634;Hans-Jörg Täsche;Görlitz;mittlerer Kunde;0;106;Bestandskunden;Keine Konkurrenz
5889;59004;Cindy Geißler;Kleve;Großkunde;1;427;Bestandskunden;Hohe Konkurrenz
5890;2342;Prof. Betti Knappe;Soest;Großkunde;0;662;Neukunde;Keine Konkurrenz
5891;92546;Dipl.-Ing. Urban Kühnert B.Sc.;Staßfurt;Kleinkunde;0;6;Bestandskunden;Keine Konkurrenz
5892;95223;Frau Heide-Marie Käster;Ebern;Kleinkunde;1;46;Altkunden;Hohe Konkurrenz
5893;94155;Gebhard Gierschner;Belzig;mittlerer Kunde;0;193;Bestandskunden;Keine Konkurrenz
5894;47642;Theodora Löffler;Grimma;mittlerer Kunde;0;197;Bestandskunden;Keine Konkurrenz
5895;94218;Dipl.-Ing. Antonios Freudenberger;Biedenkopf;mittlerer Kunde;0;109;Altkunden;Keine Konkurrenz
